configuration_id,run_id,history_file,stage,split,seed,count_weight,trace_alpha,sigma,samples_per_generation,population_size,decay,threshold,max_generations,generations_run,best_training_fitness,best_validation_loss,loss,trace_loss,count_loss,precision,recall,f1,precision_1,recall_1,f1_1,precision_2,recall_2,f1_2,input_spikes,output_spikes,spike_ratio,silent_loss,silent_trace_loss,silent_count_loss
stage_1__cw0p05__ta0p9__sig0p1__spg24__pop17__dec0p9__th1,stage_1__cw0p05__ta0p9__sig0p1__spg24__pop17__dec0p9__th1__seed404,GridSearchOuts/history/stage_1__cw0p05__ta0p9__sig0p1__spg24__pop17__dec0p9__th1__seed404.csv,stage_1,validation,404,0.05,0.9,0.1,24,17,0.9,1.0,250,117,0.058666274477701,0.07401569700624445,0.07785318582610926,0.07651566435992359,0.02675042932371396,0.6509688735452976,0.5553140957130982,0.5993489099363166,0.6957096720307366,0.5934805842536516,0.6405418914930371,0.7157553315886185,0.6105806911293196,0.6589979877723393,84210.0,71836,0.8530578316114475,0.2800867641465109,0.23008676414651102,0.9999999999999973
stage_1__cw0p05__ta0p9__sig0p1__spg16__pop48__dec0p9__th1,stage_1__cw0p05__ta0p9__sig0p1__spg16__pop48__dec0p9__th1__seed404,GridSearchOuts/history/stage_1__cw0p05__ta0p9__sig0p1__spg16__pop48__dec0p9__th1__seed404.csv,stage_1,validation,404,0.05,0.9,0.1,16,48,0.9,1.0,250,176,0.059083071028228726,0.06853987054033243,0.07029919470306234,0.06974873789508697,0.011009136159506818,0.6318001400887229,0.6105450659066619,0.6209907782610786,0.682907946962901,0.6599334995843724,0.6712241903042946,0.7062806444081251,0.6825198907493172,0.6941970082187444,84210.0,81377,0.9663579147369671,0.2800867641465109,0.23008676414651102,0.9999999999999973
stage_1__cw0p05__ta0p9__sig0p1__spg24__pop17__dec0p9__th1,stage_1__cw0p05__ta0p9__sig0p1__spg24__pop17__dec0p9__th1__seed101,GridSearchOuts/history/stage_1__cw0p05__ta0p9__sig0p1__spg24__pop17__dec0p9__th1__seed101.csv,stage_1,validation,101,0.05,0.9,0.1,24,17,0.9,1.0,250,235,0.051469639621761876,0.06126891966797702,0.06349218914800316,0.06239329143641409,0.021977954231782018,0.6722834857450242,0.5936468352927206,0.630522797502182,0.7296395911780528,0.6442940268376678,0.6843160749190959,0.7586336740182894,0.6698966868542928,0.7115091126942108,84210.0,74360,0.8830305189407434,0.2800867641465109,0.23008676414651102,0.9999999999999973
stage_1__cw0p05__ta0p9__sig0p1__spg24__pop17__dec0p9__th1,stage_1__cw0p05__ta0p9__sig0p1__spg24__pop17__dec0p9__th1__seed505,GridSearchOuts/history/stage_1__cw0p05__ta0p9__sig0p1__spg24__pop17__dec0p9__th1__seed505.csv,stage_1,validation,505,0.05,0.9,0.1,24,17,0.9,1.0,250,176,0.04329062714655735,0.05130110323795314,0.05275037957145164,0.05094976074576071,0.03601237651381903,0.7836523810843007,0.6718323239520247,0.7234469706652148,0.8249854558550572,0.7072675454221589,0.7616045625426605,0.8416350389229021,0.7215413846336539,0.7769750134262695,84210.0,72194,0.8573091081819262,0.2800867641465109,0.23008676414651102,0.9999999999999973
stage_1__cw0p05__ta0p9__sig0p1__spg24__pop17__dec0p9__th1,stage_1__cw0p05__ta0p9__sig0p1__spg24__pop17__dec0p9__th1__seed303,GridSearchOuts/history/stage_1__cw0p05__ta0p9__sig0p1__spg24__pop17__dec0p9__th1__seed303.csv,stage_1,validation,303,0.05,0.9,0.1,24,17,0.9,1.0,250,250,0.03982983124441827,0.04457597340159621,0.046925668714419555,0.045973630466930426,0.01904076494978283,0.7749539496516191,0.6894430590191188,0.7297018752194504,0.8181077978589925,0.7278351739698373,0.7703358302745004,0.834178702047572,0.7421327633297709,0.7854683022467491,84210.0,74918,0.8896568103550647,0.2800867641465109,0.23008676414651102,0.9999999999999973
stage_1__cw0p05__ta0p9__sig0p1__spg24__pop32__dec0p9__th1,stage_1__cw0p05__ta0p9__sig0p1__spg24__pop32__dec0p9__th1__seed202,GridSearchOuts/history/stage_1__cw0p05__ta0p9__sig0p1__spg24__pop32__dec0p9__th1__seed202.csv,stage_1,validation,202,0.05,0.9,0.1,24,32,0.9,1.0,250,156,0.05429409281262457,0.056423657465960966,0.06235478624990071,0.06209344356413359,0.005226853715342885,0.6352833405430164,0.592946205913787,0.613385091641189,0.6810096949031782,0.6356252226576417,0.6575352562522645,0.7045471894959159,0.6575941099631872,0.6802614122151165,84210.0,78598,0.9333570834817717,0.2800867641465109,0.23008676414651102,0.9999999999999973
stage_1__cw0p05__ta0p9__sig0p1__spg24__pop32__dec0p9__th1,stage_1__cw0p05__ta0p9__sig0p1__spg24__pop32__dec0p9__th1__seed303,GridSearchOuts/history/stage_1__cw0p05__ta0p9__sig0p1__spg24__pop32__dec0p9__th1__seed303.csv,stage_1,validation,303,0.05,0.9,0.1,24,32,0.9,1.0,250,156,0.04486337100310506,0.05000508872087339,0.05311169223467127,0.05133249254496953,0.035583993794034895,0.7581359816653934,0.6481653010331314,0.6988508690497894,0.8105840683380791,0.693005581284883,0.7471975929062602,0.8304048892284186,0.7099513121957012,0.7654684549145186,84210.0,71995,0.8549459684123025,0.2800867641465109,0.23008676414651102,0.9999999999999973
stage_1__cw0p05__ta0p9__sig0p1__spg24__pop32__dec0p9__th1,stage_1__cw0p05__ta0p9__sig0p1__spg24__pop32__dec0p9__th1__seed101,GridSearchOuts/history/stage_1__cw0p05__ta0p9__sig0p1__spg24__pop32__dec0p9__th1__seed101.csv,stage_1,validation,101,0.05,0.9,0.1,24,32,0.9,1.0,250,197,0.04423514081713048,0.05220024803911048,0.055874575652340275,0.05467622425774362,0.02396702789193321,0.7136413211789894,0.6293789336183351,0.6688667756199389,0.7734660077827299,0.6821398883743024,0.7249380036214786,0.801042185627533,0.7064600403752523,0.7507840254416795,84210.0,74267,0.8819261370383565,0.2800867641465109,0.23008676414651102,0.9999999999999973
stage_1__cw0p05__ta0p9__sig0p15__spg8__pop17__dec0p9__th1,stage_1__cw0p05__ta0p9__sig0p15__spg8__pop17__dec0p9__th1__seed101,GridSearchOuts/history/stage_1__cw0p05__ta0p9__sig0p15__spg8__pop17__dec0p9__th1__seed101.csv,stage_1,validation,101,0.05,0.9,0.15,8,17,0.9,1.0,250,91,0.05841998855294008,0.09043429655664784,0.09195875058815706,0.08771213176290575,0.08493237650502883,0.6858972264872105,0.49865811661322884,0.5774795093234576,0.7385417006958283,0.5369314808217551,0.6218026294070705,0.7630916990624286,0.5547797173732336,0.6424720831724042,84210.0,61222,0.7270157938487115,0.2800867641465109,0.23008676414651102,0.9999999999999973
stage_1__cw0p05__ta0p9__sig0p1__spg24__pop32__dec0p9__th1,stage_1__cw0p05__ta0p9__sig0p1__spg24__pop32__dec0p9__th1__seed404,GridSearchOuts/history/stage_1__cw0p05__ta0p9__sig0p1__spg24__pop32__dec0p9__th1__seed404.csv,stage_1,validation,404,0.05,0.9,0.1,24,32,0.9,1.0,250,197,0.05146715642068122,0.05479924278625645,0.05959404349318761,0.058515254871961596,0.021575772424521328,0.696964711688739,0.6037050231563947,0.646991447769814,0.7485536453620685,0.6483909274432965,0.6948813887187044,0.7762605906062351,0.6723904524403278,0.7206017104454403,84210.0,72942,0.8661916636978981,0.2800867641465109,0.23008676414651102,0.9999999999999973
